 X== 8401.877172   Y== 3943.829268
 X== 3163.476104   Y== 2733.676416
 X== 9929.718473   Y== 7096.722809
 X== 3761.274388   Y== 8211.389388
 X== 6474.155861   Y== 2596.479260
 X== 3628.846395   Y== 7618.716954
 X== 9099.608166   Y== 7963.784280
 X== 8136.732568   Y== 4606.815406
 X== 1859.861781   Y== 7991.506605
 X== 8072.750488   Y== 404.549772
 X== 6048.811938   Y== 1171.133118
 X== 2327.130843   Y== 5019.336392
 X== 581.260333   Y== 5438.763255
 X== 3032.114405   Y== 1297.079246
 X== 3472.113201   Y== 6773.112899
 X== 2057.988938   Y== 610.999386
 X== 3142.640704   Y== 5221.465041
 X== 3344.675802   Y== 3072.359177
 X== 2318.187851   Y== 7105.950190
 X== 1283.748560   Y== 8792.343712
 X== 9702.429455   Y== 4912.594955
 X== 6411.060661   Y== 8802.037616
 X== 2876.379235   Y== 4547.793225
 X== 3408.853017   Y== 4736.241016
 X== 2539.299825   Y== 1481.603501
 X== 5140.790788   Y== 8588.111768
 X== 2652.736619   Y== 7467.921631
 X== 3607.448155   Y== 3233.996957
 X== 2906.684886   Y== 6639.562560
 X== 4531.076203   Y== 6378.798087
 X== 3412.675454   Y== 6589.065141
 X== 6989.797473   Y== 6555.316163
 X== 1810.530183   Y== 334.473271
 X== 9627.675339   Y== 4128.718033
 X== 7440.423461   Y== 911.423895
 X== 2921.061741   Y== 7142.852911
 X== 5824.018850   Y== 9332.122402
 X== 5944.890527   Y== 8700.398085
 X== 3879.915622   Y== 9353.743544
 X== 3436.639101   Y== 6419.215452
 X== 835.347046   Y== 8577.429889
 X== 5007.327215   Y== 3488.083665
 X== 6045.351520   Y== 8614.775370
 X== 6722.080622   Y== 8952.036406
 X== 5254.337925   Y== 1253.156826
 X== 5330.834489   Y== 8667.013384
 X== 7842.221967   Y== 2320.631958
 X== 5222.329542   Y== 9652.752150
 X== 2655.105229   Y== 4850.004876
 X== 3781.470179   Y== 95.528686
 X== 5761.428771   Y== 6702.531919
 X== 7238.381602   Y== 1585.447617
 X== 6034.654317   Y== 3183.272124
 X== 285.845702   Y== 9914.569943
 X== 2537.015664   Y== 3722.484803
 X== 6333.785391   Y== 3372.362709
 X== 2299.914687   Y== 1341.112601
 X== 6860.446379   Y== 8345.266207
 X== 9955.887971   Y== 3582.526997
 X== 7297.302609   Y== 5210.225892
 X== 4835.683822   Y== 2628.137093
 X== 3877.239271   Y== 2677.905789
 X== 4948.769051   Y== 9099.568813
 X== 2330.657934   Y== 7603.874280
 X== 3949.573684   Y== 6112.128117
 X== 7699.402970   Y== 9711.002456
 X== 2814.660032   Y== 4937.784567
 X== 1296.450073   Y== 8849.314353
 X== 8121.056691   Y== 1582.295774
 X== 8763.884291   Y== 658.072350
 X== 5304.780577   Y== 5097.669677
 X== 4030.435064   Y== 7604.695264
 X== 6438.782279   Y== 890.881438
 X== 5949.961471   Y== 6394.670245
 X== 4473.408435   Y== 3247.264076
 X== 1604.896133   Y== 9309.092262
 X== 5875.401174   Y== 5482.135408
 X== 1986.998046   Y== 824.170220
 X== 4581.704216   Y== 4317.655980
 X== 8428.044505   Y== 8531.277905
 X== 429.784092   Y== 6127.447470
 X== 8242.280357   Y== 3244.444129
 X== 1065.232032   Y== 9538.730429
 X== 2093.758477   Y== 9186.288723
 X== 1121.026199   Y== 857.642764
 X== 9844.361073   Y== 6425.806776
 X== 5955.312441   Y== 3874.796132
 X== 4030.502040   Y== 2394.094715
 X== 4765.677571   Y== 9980.463511
 X== 8788.764960   Y== 9239.086010
 X== 3227.727582   Y== 393.661088
 X== 8548.178267   Y== 9103.128756
 X== 5875.796497   Y== 535.176308
 X== 9927.298981   Y== 457.500713
 X== 4852.832288   Y== 8355.343481
 X== 8988.778619   Y== 5282.616385
 X== 4482.790946   Y== 7231.058971
 X== 8527.060514   Y== 5548.022979
 X== 6769.789400   Y== 620.818986
 X== 4734.311697   Y== 7890.815599
 X== 1478.461750   Y== 4578.672766
 X== 4316.622375   Y== 7433.774191
 X== 8453.468903   Y== 8347.124415
 X== 9827.868906   Y== 3219.146469
 X== 8327.587921   Y== 8616.633862
 X== 2458.232475   Y== 1555.315499
 X== 9010.294950   Y== 1006.410737
 X== 658.444255   Y== 4886.091447
 X== 1541.587045   Y== 585.743231
 X== 5343.592160   Y== 6394.419338
 X== 8941.086712   Y== 4332.370774
 X== 1677.035718   Y== 3423.877653
 X== 1563.429740   Y== 204.096227
 X== 8971.900632   Y== 8333.219140
 X== 824.915213   Y== 3706.212325
 X== 6224.034739   Y== 2303.376963
 X== 8284.885091   Y== 540.657109
 X== 9737.151153   Y== 6738.353989
 X== 8887.781524   Y== 9565.020054
 X== 9957.500463   Y== 7215.369440
 X== 8181.653911   Y== 2415.732933
 X== 8770.684939   Y== 7191.948857
 X== 3422.143675   Y== 9429.129194
 X== 2078.040299   Y== 4963.730720
 X== 14.872421   Y== 7421.632459
 X== 1358.150053   Y== 8955.959132
 X== 1754.003229   Y== 3035.185772
 X== 2379.836781   Y== 3317.432973
 X== 3239.281999   Y== 1351.737409
 X== 1650.652109   Y== 4064.197212
 X== 5057.949733   Y== 7874.686847
 X== 6367.574174   Y== 3342.834824
 X== 8415.343956   Y== 6104.725323
 X== 81.188809   Y== 7303.125475
 X== 5669.745372   Y== 38.689268
 X== 4518.494911   Y== 3851.399279
 X== 2454.422206   Y== 3289.179850
 X== 1043.348136   Y== 5876.565881
 X== 2718.309040   Y== 3121.388435
 X== 840.296597   Y== 2733.181465
 X== 543.020894   Y== 2198.446655
 X== 1689.140593   Y== 2297.024123
 X== 5233.632426   Y== 4068.977378
 X== 5614.457096   Y== 8472.914430
 X== 5420.714787   Y== 7265.109209
 X== 2537.111637   Y== 478.664520
 X== 5139.796052   Y== 8904.685815
 X== 3821.499345   Y== 3555.140008
 X== 5009.411133   Y== 3902.688154
 X== 858.265479   Y== 679.156506
 X== 3941.377426   Y== 5376.760394
 X== 4530.555785   Y== 6395.799632
 X== 8665.940244   Y== 5573.903921
 X== 2272.365509   Y== 1384.249279
 X== 8695.292360   Y== 3112.662105
 X== 4117.430744   Y== 9238.313255
 X== 5311.108760   Y== 5806.571341
 X== 1535.337372   Y== 544.741187
 X== 9875.548719   Y== 7149.794473
 X== 9017.655616   Y== 5296.263502
 X== 4414.903677   Y== 1554.767248
 X== 5774.928022   Y== 9554.699729
 X== 459.453059   Y== 9596.427367
 X== 3109.839732   Y== 5468.864197
 X== 3499.115521   Y== 3968.105216
 X== 6148.020702   Y== 7440.492947
 X== 9344.865610   Y== 678.576483
 X== 3836.292575   Y== 8010.805849
 X== 6252.480408   Y== 6108.658084
 X== 9395.055128   Y== 4947.772764
 X== 9221.320189   Y== 3512.485872
 X== 4186.086014   Y== 4532.428949
 X== 9319.057213   Y== 5721.423386
 X== 5077.170136   Y== 9194.605928
 X== 2871.217855   Y== 4094.825747
 X== 4490.869425   Y== 7286.121532
 X== 5649.592995   Y== 265.797447
 X== 6840.821261   Y== 6109.046059
 X== 9862.224813   Y== 9950.660993
 X== 1577.910251   Y== 3361.340330
 X== 3918.766204   Y== 7725.930953
 X== 801.833272   Y== 3263.631809
 X== 8404.507436   Y== 4638.125847
 X== 1274.437653   Y== 4656.987840
 X== 746.783926   Y== 669.492781
 X== 9604.760604   Y== 9968.104120
 X== 4181.978653   Y== 3790.846613
 X== 4500.533065   Y== 3501.035861
 X== 9512.270004   Y== 9577.703201
 X== 2695.641784   Y== 2383.487854
 X== 3672.528944   Y== 7186.511209
 X== 9669.609391   Y== 9322.121939
 X== 7452.308655   Y== 6510.430647
 X== 5431.167993   Y== 7314.533469
 X== 6461.091636   Y== 7009.078244
 X== 675.873794   Y== 379.857840
 X== 4735.009193   Y== 1477.707071
 X== 3643.489649   Y== 3139.516629
 X== 6115.832918   Y== 4917.927308
 X== 7796.504469   Y== 6862.616850
 X== 5587.420089   Y== 7401.265072
 X== 6830.720965   Y== 9769.398742
 X== 1192.111681   Y== 1331.254026
 X== 3270.434599   Y== 704.381680
 X== 908.957222   Y== 5966.076383
 X== 3087.869539   Y== 4581.486166
 X== 3152.587588   Y== 2757.478926
 X== 3903.608100   Y== 604.896243
 X== 9267.909573   Y== 9334.776099
 X== 7919.429712   Y== 5729.001204
 X== 6343.854338   Y== 8595.303506
 X== 6108.859045   Y== 1078.863531
 X== 73.010572   Y== 9752.348699
 X== 4218.380160   Y== 6188.843495
 X== 4670.276001   Y== 2014.884624
 X== 3051.460340   Y== 257.696086
 X== 9416.149696   Y== 9882.181305
 X== 27.094823   Y== 608.261377
 X== 1213.435326   Y== 3297.529422
 X== 1312.643057   Y== 2122.392548
 X== 9263.605806   Y== 4400.512597
 X== 6703.878714   Y== 2416.193389
 X== 7157.991523   Y== 607.486810
 X== 3021.089632   Y== 6425.901091
 X== 9942.262908   Y== 940.519339
 X== 2154.902295   Y== 6286.117247
 X== 9535.822850   Y== 8263.761340
 X== 7364.980777   Y== 9608.833422
 X== 8016.110034   Y== 1583.360933
 X== 5797.676912   Y== 2686.386030
 X== 3598.245556   Y== 8849.137253
 X== 2944.082116   Y== 3014.395252
 X== 8731.318553   Y== 2971.176940
 X== 3622.656629   Y== 9944.753880
 X== 6268.706362   Y== 4935.299687
 X== 2067.146423   Y== 5532.312163
 X== 9335.812288   Y== 8771.025137
 X== 7948.505556   Y== 6493.803806
 X== 9378.511952   Y== 969.595183
 X== 2919.704897   Y== 9320.774856
 X== 1910.114527   Y== 5074.607192
 X== 5606.892098   Y== 1445.937372
 X== 3338.368527   Y== 2971.872870
 X== 1054.770789   Y== 1354.478561
 X== 4555.233803   Y== 6852.447706
 X== 4040.864592   Y== 8153.479364
 X== 5701.584954   Y== 6984.946712
 X== 1167.874612   Y== 4432.903507
 X== 9956.123652   Y== 4790.531241
 X== 4377.657382   Y== 6224.830014
 X== 9725.830927   Y== 6444.803810
 X== 1757.142172   Y== 9061.643211
 X== 5215.828943   Y== 9705.647728
 X== 5555.447017   Y== 4594.340890
 X== 675.242911   Y== 8475.151913
 X== 3915.115746   Y== 2585.357438
 X== 3549.759101   Y== 9522.007843
 X== 4031.294810   Y== 6888.127628
 X== 2493.880714   Y== 5086.065598
 X== 8242.606189   Y== 7049.114516
 X== 1938.513299   Y== 2283.470781
 X== 5202.593876   Y== 7640.098258
 X== 9268.417493   Y== 6370.468487
 X== 2073.001760   Y== 9224.541140
 X== 1160.999723   Y== 6450.659142
 X== 5449.371150   Y== 886.830651
 X== 2895.462947   Y== 7206.513326
 X== 9948.473861   Y== 8111.291895
 X== 6912.161050   Y== 5503.920873
 X== 2705.632780   Y== 7587.403961
 X== 3979.072782   Y== 6620.748526
 X== 172.761395   Y== 7528.831883
 X== 6142.756369   Y== 4204.056204
 X== 4416.959511   Y== 8636.637083
 X== 9290.121807   Y== 2659.565696
 X== 5685.751594   Y== 1228.635102
 X== 4943.036477   Y== 888.345470
 X== 8868.733360   Y== 4211.453965
 X== 7258.813957   Y== 941.735115
 X== 3435.995105   Y== 8419.813685
 X== 7392.394262   Y== 8885.366255
 X== 9306.644336   Y== 287.857205
 X== 6091.879576   Y== 9255.118193
 X== 8399.149100   Y== 3004.040626
 X== 4759.039066   Y== 1104.781880
 X== 591.444583   Y== 8738.111848
 X== 7725.530405   Y== 764.205982
 X== 6266.943731   Y== 3868.286770
 X== 4968.262187   Y== 683.903238
 X== 2504.923848   Y== 4258.383989
 X== 3343.468934   Y== 8190.675447
 X== 5487.019096   Y== 8286.505415
 X== 9079.020917   Y== 4355.752452
 X== 2497.959376   Y== 6337.834870
 X== 5297.487572   Y== 5933.954481
 X== 4757.648550   Y== 2689.881829
 X== 4819.320736   Y== 4064.292882
 X== 2977.739034   Y== 911.200308
 X== 3319.411074   Y== 1376.888133
 X== 3915.240934   Y== 8078.450141
 X== 2481.670013   Y== 4506.685522
 X== 6816.561984   Y== 207.200414
 X== 5270.891504   Y== 3083.505711
 X== 4075.487188   Y== 239.153686
 X== 3767.408949   Y== 6580.411036
 X== 4497.537680   Y== 7110.877888
 X== 4771.086478   Y== 9984.556776
 X== 5397.383298   Y== 3850.107390
 X== 4340.309223   Y== 7895.342674
 X== 187.942260   Y== 9637.796795
 X== 3829.297155   Y== 4945.590810
 X== 2327.678619   Y== 8648.617891
 X== 9009.883697   Y== 5305.417658
 X== 9559.818199   Y== 2329.294766
 X== 6682.305791   Y== 3475.059133
 X== 407.744902   Y== 9163.975804
 X== 7981.744654   Y== 7224.306887
 X== 9371.176217   Y== 3252.636154
 X== 307.812598   Y== 3446.663401
 X== 3491.789840   Y== 4075.221547
 X== 27.074437   Y== 7989.327520
 X== 1186.099430   Y== 4798.160915
 X== 7973.884292   Y== 6583.482729
 X== 8648.268310   Y== 2314.193515
 X== 4478.825403   Y== 8836.210570
 X== 1951.990305   Y== 8308.122558
 X== 3781.801375   Y== 4279.668929
 X== 6956.740444   Y== 2791.685067
 X== 9585.086587   Y== 6516.558638
 X== 5120.979834   Y== 6267.392373
 X== 9991.617771   Y== 5528.724736
 X== 5431.368172   Y== 7973.362421
 X== 2753.031623   Y== 4802.544385
 X== 1225.998570   Y== 3060.844221
 X== 8249.207790   Y== 4717.788414
 X== 7136.065768   Y== 8276.282227
 X== 2707.115930   Y== 8322.165202
 X== 3074.443137   Y== 681.000222
 X== 4905.647926   Y== 1722.711442
 X== 2995.193737   Y== 9384.473329
 X== 558.922007   Y== 4947.184043
 X== 7692.595882   Y== 4340.723387
 X== 9226.852972   Y== 4649.336322
 X== 7132.408455   Y== 8811.939554
 X== 1165.894960   Y== 2253.388289
 X== 5079.331922   Y== 1157.512726
 X== 7782.113025   Y== 510.700089
 X== 9130.875151   Y== 535.144643
 X== 5313.244478   Y== 356.873716
 X== 3595.988864   Y== 3562.452264
 X== 5074.662131   Y== 732.054632
 X== 1838.734486   Y== 7781.778065
 X== 9054.219834   Y== 4913.177623
 X== 8462.778287   Y== 3959.867756
 X== 6635.889069   Y== 1457.972020
 X== 3344.341085   Y== 7194.811076
 X== 6405.156062   Y== 1036.936963
 X== 1535.534459   Y== 5632.009034
 X== 5686.273289   Y== 8667.942918
 X== 4443.948583   Y== 6852.168248
 X== 921.331202   Y== 9523.280510
 X== 8009.680974   Y== 8703.444227
 X== 33.980594   Y== 7140.556121
 X== 9238.588875   Y== 5347.225072
 X== 7497.429842   Y== 2834.577734
 X== 8909.677336   Y== 2572.091968
 X== 3566.632366   Y== 748.411818
 X== 353.870029   Y== 2620.852195
 X== 5661.589445   Y== 8816.648316
 X== 6580.719956   Y== 2297.478510
 X== 274.620331   Y== 9925.061041
 X== 9492.289587   Y== 6679.776398
 X== 961.997998   Y== 1027.824046
 X== 2311.785427   Y== 6648.271287
 X== 9695.766964   Y== 6755.734010
 X== 3500.439531   Y== 617.098161
 X== 6279.014515   Y== 1510.120505
 X== 9320.542388   Y== 6312.995114
 X== 8650.676626   Y== 8559.131258
 X== 1660.220181   Y== 6148.106463
 X== 1393.708992   Y== 569.897518
 X== 8720.198436   Y== 4960.341358
 X== 1318.309336   Y== 9074.068465
 X== 7581.193558   Y== 6979.898781
 X== 7890.716781   Y== 4161.913509
 X== 9277.377291   Y== 8165.337112
 X== 4086.974544   Y== 8769.666878
 X== 4845.113505   Y== 5048.972543
 X== 9797.490924   Y== 7156.898932
 X== 1697.243830   Y== 9493.257883
 X== 3912.632942   Y== 5197.683361
 X== 110.356039   Y== 191.647452
 X== 6707.803866   Y== 9430.898428
 X== 6504.642566   Y== 5358.480492
 X== 7990.029686   Y== 8164.862752
 X== 1506.586951   Y== 9383.738679
 X== 8734.760270   Y== 226.785382
 X== 4344.080032   Y== 53.069601
 X== 9300.853852   Y== 1925.273585
 X== 7032.968387   Y== 7191.570628
 X== 6087.187094   Y== 6310.345673
 X== 5356.907735   Y== 174.161634
 X== 5080.012546   Y== 202.021240
 X== 5223.134181   Y== 4877.503465
 X== 7358.920172   Y== 6920.378011
 X== 4370.761343   Y== 1271.553110
 X== 2118.061367   Y== 4481.117383
 X== 1463.200567   Y== 8825.865238
 X== 3912.015811   Y== 7967.843133
 X== 4184.345726   Y== 1902.045492
 X== 6132.705880   Y== 5690.932677
 X== 1285.784166   Y== 4867.466146
 X== 5917.718064   Y== 5629.864198
 X== 4920.535751   Y== 5218.571911
 X== 7555.137788   Y== 1953.504133
 X== 2410.142535   Y== 3642.324877
 X== 8263.849806   Y== 7767.050270
 X== 3816.486515   Y== 3343.862353
 X== 7969.071510   Y== 9039.620696
 X== 8221.365818   Y== 5327.991683
 X== 5959.998703   Y== 2592.127161
 X== 6599.544793   Y== 8078.060070
 X== 7073.244544   Y== 8062.745360
 X== 6903.925304   Y== 985.260350
 X== 6030.588493   Y== 1088.271025
 X== 2887.305842   Y== 2163.294368
 X== 6779.203707   Y== 4173.090008
 X== 7030.760519   Y== 2696.921766
 X== 9802.954211   Y== 1951.296265
 X== 7915.493677   Y== 7358.091994
 X== 3904.800398   Y== 325.636207
 X== 1000.416866   Y== 2168.650200
 X== 8092.686477   Y== 4816.903381
 X== 5512.512552   Y== 6061.757987
 X== 3856.524073   Y== 3733.878370
 X== 1389.749665   Y== 9816.522775
 X== 6326.005532   Y== 7989.294458
 X== 7894.582845   Y== 3399.250071
 X== 6052.039818   Y== 4798.508144
 X== 4384.510426   Y== 2082.628306
 X== 5886.779174   Y== 7271.816268
 X== 4245.922675   Y== 2665.982876
 X== 1444.906276   Y== 1276.683189
 X== 5362.904642   Y== 1247.860483
 X== 3227.979454   Y== 3278.398315
 X== 8605.952476   Y== 7132.779852
 X== 3604.034522   Y== 9606.369342
 X== 9301.430056   Y== 1696.720995
 X== 4423.272724   Y== 4813.942604
 X== 7758.478982   Y== 8279.796796
 X== 8547.820974   Y== 9148.228648
 X== 8096.319571   Y== 4873.826501
 X== 7137.523106   Y== 5990.902412
 X== 8273.076577   Y== 3189.562919
 X== 789.410551   Y== 2657.586999
 X== 5272.191225   Y== 6676.189726
 X== 9929.403267   Y== 9518.113900
 X== 9342.172602   Y== 1374.309539
 X== 794.797088   Y== 4705.077240
 X== 2622.170021   Y== 4022.776542
 X== 7983.475555   Y== 1228.122493
 X== 1155.556394   Y== 1587.510072
 X== 834.491835   Y== 456.986446
 X== 3284.231072   Y== 5257.764559
 X== 5270.929050   Y== 1042.710050
 X== 3537.561350   Y== 3818.750025
 X== 190.938697   Y== 1633.880917
 X== 8692.576526   Y== 7328.461803
 X== 7624.783329   Y== 6965.653099
 X== 518.024718   Y== 8414.193885
 X== 9623.240097   Y== 5790.215943
 X== 5090.383606   Y== 9552.643364
 X== 5308.329838   Y== 4432.556207
 X== 926.952898   Y== 6103.126926
 X== 9137.633447   Y== 3549.122924
 X== 125.903469   Y== 7121.109002
 X== 4777.245417   Y== 1281.459863
 X== 8708.619074   Y== 5611.737252
 X== 1738.446309   Y== 1992.850142
 X== 869.501806   Y== 7009.375359
 X== 3035.560196   Y== 4407.063161
 X== 828.125379   Y== 3226.498893
 X== 6040.944078   Y== 9520.701910
 X== 554.960692   Y== 3665.727407
 X== 6486.355004   Y== 1072.985409
 X== 2079.921287   Y== 6109.595101
 X== 6863.201352   Y== 7170.304892
 X== 5662.238461   Y== 2171.531186
 X== 1602.861095   Y== 6589.191359
 X== 8274.658117   Y== 740.494542
 X== 138.314278   Y== 8400.561585
 X== 7861.603544   Y== 4915.559699
 X== 9682.021448   Y== 6570.222614
 X== 527.296947   Y== 1420.467753
 X== 8563.072760   Y== 1396.798758
 X== 8429.843112   Y== 1598.632951
 X== 5803.861919   Y== 9257.968496
 X== 4825.131844   Y== 1844.805992
 X== 8778.670402   Y== 5380.092536
 X== 5510.533399   Y== 5265.025401
 X== 6453.077945   Y== 7590.454685
 X== 1374.620498   Y== 3316.279293
 X== 4760.759578   Y== 7036.858959
 X== 5487.810478   Y== 6363.620673
 X== 3626.050317   Y== 3762.468590
 X== 7104.115215   Y== 3764.364595
 X== 2163.030171   Y== 4965.718754
 X== 8679.924295   Y== 1845.051614
 X== 1535.941368   Y== 9207.221246
 X== 3265.519367   Y== 99.014123
 X== 604.019999   Y== 1695.362479
 X== 1697.647074   Y== 6407.881918
 X== 953.330971   Y== 6522.778918
 X== 8252.687910   Y== 9732.001372
 X== 1902.871449   Y== 3763.221308
 X== 4997.026769   Y== 8355.949395
 X== 1353.675989   Y== 6371.647272
 X== 1672.228683   Y== 6114.435567
 X== 3408.506226   Y== 7160.039161
 X== 2478.056239   Y== 7034.556543
 X== 922.507751   Y== 9582.171454
 X== 798.921138   Y== 3085.537922
 X== 4547.890208   Y== 9478.845433
 X== 4930.589541   Y== 6083.831576
 X== 8686.066674   Y== 8196.108908
 X== 6182.845699   Y== 9290.086673
 X== 9891.471388   Y== 7880.492773
 X== 5697.968586   Y== 844.802354
 X== 4403.271686   Y== 3950.656496
 X== 576.803722   Y== 6306.143136
 X== 7713.877804   Y== 5573.830495
 X== 4662.092526   Y== 9067.553794
 X== 1945.477762   Y== 6334.321208
 X== 5181.989360   Y== 5353.983988
 X== 3494.360365   Y== 7660.045599
 X== 2388.540531   Y== 4416.868116
 X== 7242.217049   Y== 3187.461669
 X== 7502.406043   Y== 1790.107252
 X== 2666.307098   Y== 2432.995579
 X== 7873.938828   Y== 1352.373772
 X== 629.104483   Y== 4056.784522
 X== 642.460441   Y== 520.575871
 X== 1937.277290   Y== 6340.429031
 X== 1365.378225   Y== 6340.548976
 X== 291.085523   Y== 1942.181951
 X== 2646.692108   Y== 8004.963327
 X== 7516.012447   Y== 7308.784634
 X== 7072.517116   Y== 9461.490209
 X== 3643.105837   Y== 2254.506472
 X== 4815.474192   Y== 7137.466207
 X== 9914.552071   Y== 7204.014723
 X== 1554.334318   Y== 7156.769120
 X== 391.476387   Y== 9056.740361
 X== 8946.876372   Y== 3057.783490
 X== 1489.735936   Y== 6820.815199
 X== 4410.157262   Y== 2118.840423
 X== 877.599717   Y== 5052.617702
 X== 2639.416294   Y== 2814.877011
 X== 1393.046729   Y== 4004.794519
 X== 9155.425988   Y== 1684.132252
 X== 5946.976471   Y== 1802.118095
 X== 9689.095579   Y== 3462.988913
 X== 9110.902729   Y== 6761.612695
 X== 2924.479117   Y== 2754.008566
 X== 9016.119167   Y== 7739.953314
 X== 9891.474773   Y== 8930.671238
 X== 4943.968032   Y== 1445.809087
 X== 6087.440353   Y== 5335.444424
 X== 502.549447   Y== 5034.316720
 X== 8393.227914   Y== 1992.285383
 X== 1855.131915   Y== 2803.385171
 X== 4111.125806   Y== 2732.731636
 X== 7856.002873   Y== 6750.542101
 X== 5547.608647   Y== 9249.049606
 X== 755.336620   Y== 4703.034630
 X== 933.181853   Y== 6702.313091
 X== 6505.152726   Y== 622.277432
 X== 165.302004   Y== 5616.055455
 X== 7383.890127   Y== 3089.781121
 X== 8370.064021   Y== 6400.009290
 X== 829.734430   Y== 8261.538790
 X== 5330.680523   Y== 5773.702467
 X== 9707.347876   Y== 1418.120871
 X== 1109.146886   Y== 209.897319
 X== 6452.437596   Y== 9502.374800
 X== 2202.182707   Y== 8307.569510
 X== 2305.759966   Y== 6313.308513
 X== 1040.301142   Y== 161.762834
 X== 3063.850614   Y== 6587.909789
 X== 9410.812440   Y== 3819.187234
 X== 1290.944419   Y== 343.994294
 X== 521.500320   Y== 7796.097145
 X== 966.271726   Y== 686.802324
 X== 3412.152596   Y== 8350.161853
 X== 3776.583450   Y== 1782.216612
 X== 4750.171138   Y== 4606.317880
 X== 43.755397   Y== 80.851661
 X== 380.020342   Y== 9751.103278
 X== 1498.972532   Y== 1489.167228
 X== 9961.000597   Y== 7951.410128
 X== 991.542023   Y== 2163.183299
 X== 6258.979638   Y== 3297.301989
 X== 8476.491817   Y== 7299.280780
 X== 3459.064827   Y== 1540.342426
 X== 3887.190569   Y== 2869.877262
 X== 5359.529660   Y== 5178.134989
 X== 3213.871556   Y== 5881.029980
 X== 2974.232129   Y== 4180.143282
 X== 6567.832309   Y== 6386.384729
 X== 2530.305131   Y== 344.415754
 X== 8168.601342   Y== 7280.476274
 X== 4950.733634   Y== 8212.356744
 X== 7361.327935   Y== 5330.753981
 X== 7963.460017   Y== 8860.300467
 X== 6819.921209   Y== 7924.460609
 X== 6811.710595   Y== 7811.463237
 X== 87.643908   Y== 3070.690228
 X== 1108.765221   Y== 8564.135725
 X== 369.971004   Y== 4567.830048
 X== 104.478146   Y== 4257.161573
 X== 7437.707315   Y== 5464.007806
 X== 9435.296561   Y== 651.578866
 X== 1345.037781   Y== 2409.528691
 X== 4831.722153   Y== 7912.870090
 X== 8795.913420   Y== 7362.027283
 X== 8257.285845   Y== 6964.514757
 X== 4642.503552   Y== 3208.019479
 X== 5176.871496   Y== 2003.831482
 X== 8538.773460   Y== 3140.331508
 X== 864.131949   Y== 5358.694664
 X== 1064.792118   Y== 7675.842544
 X== 3170.157896   Y== 1152.436026
 X== 746.532767   Y== 4278.923121
 X== 9716.571751   Y== 1116.503771
 X== 8846.753169   Y== 9821.049897
 X== 5373.665348   Y== 6284.460480
 X== 5285.057698   Y== 4808.961905
 X== 6936.039350   Y== 6630.095479
 X== 7218.490596   Y== 1767.761499
 X== 4542.965570   Y== 6014.404011
 X== 9129.788782   Y== 2800.251410
 X== 2978.918768   Y== 3772.292334
 X== 6008.270889   Y== 8155.790264
 X== 5776.123817   Y== 4547.044344
 X== 1296.121772   Y== 6640.255766
 X== 9905.739012   Y== 2360.913890
 X== 4316.098306   Y== 3075.896903
 X== 3513.349916   Y== 5062.631073
 X== 7354.820025   Y== 3229.921662
 X== 6179.134849   Y== 6201.573194
 X== 3050.971554   Y== 1552.800192
 X== 2486.033669   Y== 8336.029252
 X== 6361.762097   Y== 9422.073019
 X== 4966.124727   Y== 3580.252693
 X== 1189.834513   Y== 9509.090297
 X== 9594.656704   Y== 319.623295
 X== 2309.341706   Y== 2573.575467
 X== 4091.915630   Y== 8317.612595
 X== 729.365731   Y== 9868.039447
 X== 2864.656939   Y== 2025.487503
 X== 6508.295213   Y== 2770.395946
 X== 4386.401393   Y== 824.393514
 X== 5846.292850   Y== 7899.751308
 X== 5887.024592   Y== 3201.112874
 X== 1129.672966   Y== 2066.159436
 X== 9402.686069   Y== 4180.644520
 X== 3618.959628   Y== 1888.719733
 X== 2516.673767   Y== 9980.721725
 X== 1310.792752   Y== 7482.798494
 X== 3560.974413   Y== 2500.627266
 X== 6991.888791   Y== 3155.631117
 X== 2820.250561   Y== 9301.230497
 X== 5729.206584   Y== 6912.166191
 X== 7618.843088   Y== 6458.572315
 X== 6780.205638   Y== 483.500022
 X== 8484.059818   Y== 3288.500846
 X== 3253.895968   Y== 2870.461206
 X== 4112.894360   Y== 9100.188822
 X== 770.212510   Y== 9999.918952
 X== 2301.301692   Y== 1899.885476
 X== 2066.078383   Y== 1703.987756
 X== 6080.529995   Y== 5685.038010
 X== 3592.707488   Y== 8597.203763
 X== 5665.759736   Y== 4903.500241
 X== 6080.002257   Y== 9226.734149
 X== 7404.127511   Y== 3071.891043
 X== 2382.365261   Y== 224.378067
 X== 2373.121536   Y== 8111.571850
 X== 7136.544263   Y== 9991.964623
 X== 4570.144161   Y== 3916.749896
 X== 475.464645   Y== 3054.203979
 X== 7205.250742   Y== 3729.360613
 X== 5924.665186   Y== 1318.145097
 X== 2829.549430   Y== 6694.877700
 X== 1318.064049   Y== 5130.851122
 X== 8594.763176   Y== 3384.142431
 X== 6834.838878   Y== 4675.293171
 X== 9069.180446   Y== 427.546366
 X== 3272.496929   Y== 4734.940177
 X== 5331.046607   Y== 9352.499186
 X== 3961.674321   Y== 2735.174113
 X== 2424.390224   Y== 6344.039587
 X== 2959.552185   Y== 4797.511760
 X== 4455.611433   Y== 96.096443
 X== 4789.476383   Y== 9025.755594
 X== 4012.846339   Y== 5264.941028
 X== 2079.959569   Y== 1218.097075
